Characteristics,Score
"sweet-ginger, floral. sweet tobacco, honey, caramel, almond fruit, nuts, sugar browning, honey, green apple, complex fruit, pineapple , creamy body, balanced",87.75
"Sugar cane; honey, orange; marmalade; Peach; caramel; pear, white chocolate; brown sugar sweetness, Complex; grape; citrus;stone fruit , Full bodied; juicy; smooth; velvety",87.75
"Orange, molasses, chocolate, lemon, blueberry, cookie dough, red apple, brown sugar., Citric, malic, green apple. , Syrupy mouthfeel, lemon aftertaste, round mouthfeel.",87.75
"mango, passion fruit, fruit tea, green apple, phosphoric, panella, vanilla cake, soursop, plum, complex, bright, tartaric, winey , long and sweet aftertaste, resinous",87.75
"floral, perfume, hibiscus, rose, perfume, red grape, redcurrant, cherry, cocoa, sugarcane, caramel, butterscotch, spice, clove, red peppercorns, chestnut, key lime, grapefruit, bright , sophisticated, juicy, effervescent, well balanced, long finish",87.75
"caramel, raisin, melon, jasmine, hazelnut, pear vanilla, cherry, sweet, red grape, and apple., tart, tropical, and sparkling. , long finish, round and smooth, juicy body, and orange juice.",87.75
"Almond, green apple, green tea, apricot, bergamot, chamomile, floral, transparent, malic, well balanced , silky, velvety, lingering aftertaste",87.75
"vanilla, cinnamon, lily of the valley, caramel, mandarin, orange zest spicy, grape milk chocolate honey, fresh fruit, floral aroma, supportive, lush and refined , creamy, sweet clean finish grapefruit, smooth, creamy, sweet finish, juicy",87.74
"dark chocolate, strawberry, melon, cream cherry, apple, caramel, orange, crisp, refined, well balanced, very complex , smooth mouthfeel, silky, round, refreshing, clean, solid",87.74
"choc, cherry, blueberry, faint lime, floral, honeysuckle, grapefruit, black cherry, cream, vanilla, grape candy, refined, pleasant, snappy, fruit-like , got better as cool, smooth, velvety-aftertaste, dried fruit perfume",87.74
"cherry, black tea, plum, lime zest, chocolate, berries,, citric and malic, crisp and clean , very sweet, lime, plum,",87.74
"baking spice nutmeg clove orange hazelnut,cognac plum burnt toffee raisin honey, green apple grapefruit, tart , syrupy body, caramel in finish, juicy, jammy",87.74
"dark chocolate, licorice, grape, jammy, black fruits, blueberry, toffee, prune, sugar cane, plum, grape, sangria, orange, lively, complex, lemon peel, tangerine, bitter chocolate , floral, creamy mouthfeel, violet, black tea, sweet, well balanced",87.73
"Chocolate, orange, brown sugar, caramel, vanilla, mango, cinnamon, plum, stone fruit, berries, Citric, malic, refined , Honey, smooth, long lasting, clean, juicy, round, syrupy, well structured",87.73
"reen apple, peach, pineapple, grapes, caramel, hazelnut, red currant, caramel, watermelon, orange marmalade, honey, rounded, malic, silky, smooth, creamy , blood orange, juicy, cinnamon, apple skin, warming and spicy aftertaste",87.72
"Raspberry, strawberry, cinnamon, brown spice, guava, lychee, jackfruit, biscuits, candy like, canned peaches, yogurt, Lactic, butyric , Herbal finish, creamy mouthfeel, eucalyptus",87.72
"mango, floral, plum, cantaloupe, green apple, green grape, rose hip blackberry, dark chocolate, raisin, effervescent, mandarin orange, well balanced , lingering, honey finish, elegant sparkling finish",87.72
"pineapple, raisin, coconut, caramel, star apple, star fruit, candied apple, cherry pie, dark chocolate,, tartaric, malic, mellow, , sugar cane, honey, buttery, very elegant,",87.71
"Pineapple, black tea, dried fruits, citrus, caramel, grape, Red apple, malic and tartaric , Long lingering finish, orange, cinnamon",87.71
"lavendar, peach, cola, honey, dark chocolate, cherry, floral, jasmine, orange, honey melon, sugar cane, marmalade, tamarind,, fruity, delicate, complex, , floral all the way through fragrance to taste, silky mouthfeel, delicate, very clean,",87.71
"Floral, lavender, winey, raisin, quince, pineapple, snappy, light, green apple , juicy, vibrant, improves as it cools, well-balanced, creamy",87.71
"Clove, chocolate, nougat, butter, apricot, butterscotch, berries, vanilla, hazelnut cranberry blueberry, raspberry strawberry cheesecake, blueberry, raspberry soft, fruity, long, citric tartaric acidity,, Lactic acid, malic , Spice, ginger, hazelnut thick body, olive, buttery. fruit on finish",87.71
"Black tea, floral; plum; raspberry; cranberry; orange, Cirtic; orange; brilliant , Dense body",87.71
"Tart Cherry, Jasmine, Nectarine, Honey, Lemon/Lime, Kiwi, Orange, Honey, Cherry, Chocolate, Pineapple, Nutty, Berry Jam, Brown Sugar, Apricot, Plum, Pomegranate, , Citric, Lime, Tartaric, Citric, Citric Bright  , Sweet, Tart, Bright, Zesty, Elegant, Smooth, Complex, Round, Brown Sugar, Syrupy, Well Structured Long After Taste",87.7
"red apple, jasmine, blackberry, toffee, honey, peach, orange, lemon tea, coffee pulp, brown sugar, buttery, praline, hazelnut, creamy chocolate, apricot, maple syrup,, green apple, malic acid, nectarine, , mandarin, citric, creamy, velvety mouthfeel, balanced",87.7
"Pineapple, mint, peach, white grape, red currant, dry cherry, blueberries, lime, brown sugar, caramel, Tart, complex, zesty , Silky, layered, elegant, grapefruit",87.7
"Orange, lemon, dry cherry, honey, baking spice, sugarplum jam, cola, spicy, molasses, cranberry, stone fruity, fresh tobacco, toasted marshmallow, Citric, bright, vivid , Long aftertaste, winey",87.7
"cinnamon, black tea, cedar, spicy, sweet, apricot, pineapple caramel, peach, citric, pink-grapefruit, sweet lemon zest, subtle, structured , full, round, smooth, heavy body, long sweet after taste, well balanced creaminess",87.7
"Caramel, nuts, dark fruit, plum, black currant, sugarcane brown sugar, orange, almond, intense sweet., Citric, strong tartaric. , Juicy, transparent, juicy, very clean, medium body.",87.7
"AROMA: honey apricot,FLAVOR: mango strawberry ginger whitecurrant mint dark chocolate watermelon sweet basil Malbec wine, red cherry well structured lively refined , creamy juicy",87.7
"#NAME?, effervescent lemon-lime, green grape, crisp , syrupy, long citrus aftertaste",87.7
"spiced tobacco, candy orange, dark chocolate, hazelnut, dark chocolate cedar, malic, pear, red apple, cotton candy , Body: , creamy, silky, syrup",87.69
"lemon barley, apple, honey, lemon, elderflower tea, fresh pine, lingering sweetness, black grape, dark berry notes, sparkling champagne acidity, malic , well structred, fudge like, thick",87.69
"jasmine, honeysuckle, grape, passion fruit, apricot, plum, date, blackcurrant, caramel, honey, butter, cream, cedar, patchouli, sandalwood, herbal, mint, juniper, clove, malic, green apple, Meyer lemon, transparent , juicy, big body, silky, winter green in aftertaste",87.69
"grape, floral, plum, red apple, butterscotch, caramel, brown sugar, black tea, balanced, citric, malic, lively , strawberry, lingering well balanced after taste, malic, earl grey, red wine, dynamic, smooth and sparkling aftertaste. Body: creamy round, bright",87.69
"fruit basket, spicy aroma, fresh fruit, eucalyptus, mushroom, peat moss, cedar, sage, citric, aggressive, great tannins , big body, transparent, clean, complex, smooth, harmonious",87.69
"floral, honeysuckle, lavender, perfumed, vanilla, peach, melon, pineapple, plum, caramel, honey, brown sugar cinnamon, sandalwood, citric, grapefruit, very bright, effervescent , balanced, well structured, pecan, sweet basil and mint in finish",87.69
"chocolate, lime, watermelon, cinnamon, toffee, lemonade, lemon, lime, zesty, orange, apricot, grapefruit, toasted hazelnut, nougat, mouthwatering, tart, citrus, apple , buttery finish",87.69
"brown spices, anis, dark berries, umami, red grapes, honey, mango , tamarinde, cascara, pear, lemon/lime, malic, tartaric, , creamy, round mouthfeel",87.69
"AROMA: peach, cherry, lemon, apricot, chocolate ,FLAVOR: orange zest, caramel, hibiscus, green apple, apricot, juicy citric , clean and sweet finish",87.69
"vanilla, red apple, panela, honey, brown sugar, caramel, cranberry, red grape, raspberry, cherry, raisins, plum, blackberry, black tea, red apple acidity, clean, lively, lime zest , creamy body, consistent, improved as cooled, milk chocolate finish",87.68
"persimmon, blueberry, vanilla, caramel, jasmine, marzipan sweetness, fantastic fragrance- apple blossom, jasmine, lemon, cherries black current, restrained acidity, refined lemon gentle, sweet tangy , sweet tangy aftertaste, soft body chocolate, buttery mouthfeel cocoa aftertaste, lingering and structured",87.68
"Lemon, cane sugar, apricot, tamarind, peach, yellow fruit, cardamom, black tea, brown sugar, hazelnut, Phosphoric, citric , Viscious, balanced, thick, silky",87.68
"Lemon drops, honey, milk chocolate, while grape, muscato, crisp, bright, juicy , long aftertaste, silky mouthfeel",87.68
"green apples, green grapes, fresh fruits, dark berries, fruity, bright- multi dimensional, blueberry , Good body",87.68
"flowery, delicate aroma, smooth, vanilla, caramel, brown sugar, berry cherry grape, milk chocolate, tamarind, crisp round, smooth, crystal clear orange, berry-like , lingering after taste, velvety, creamy, balanced",87.68
"Peach, Blueberry, Fresh Tobacco, Black Currant, Almond, Milk Chocolate, Vanilla BLUEBERRY, SWEET TOBACCO, CITRUS, BLACK CURRANT., Refined, Crisp, Orange Citrus, Rich Mouthfeel, Dark Honey, Sugar Cane, Improved on Cool. , Structured, Well Balanced, Complex",87.67
"Green tea, cherry, peach, sweet cherry tomato, oatmeal, red apple, lychee, cane sugar, cinnamon, ginger, Malic, citric , Long aftertaste, round, bright acidity",87.67
"floral, caramel, sweet milk chocolate, panela, chocolate-orange, rum raisin, orange- lemon, orange zest , syrupy, good balance, clean, clear, syrupy",87.67
"Buttery, quava, milk choc, orange, mandarin, grapefuit, cinnamon, struedel, raisin, chammile, tamarind, filbert., Citric, mango, malic, sparkling, med-high intensity. , Smooth and rich, stone fruit.",87.66
"AROMA: FLAVOR: Caramel. Brown sugar, Dark chocolate, Fruit, Berries, Floral, Blackcurrant, Nutty, Sweet, Vanilla, , Black tea, Cinnamon, Honey, Wine, Lemon , Rose, Strawberry, Peach, Almond, ,Cedar, Grape fruit, Floral, Complex, Citric, Fruit, apple, Grapes, Soft, Tangy , Tartaric, Lemon, Lively, Bright , Well balanced, Harmonious, Juicy, Sweet, Honey, Caramel, Clean. Delicate, Dense, Round, Silky, Creamy",87.66
"AROMA: FLAVOR: Caramel, Orange, Chocolate, Hibiscus, Sweet, Red apple, Honey, Stone fruit, Peach, Green apple, Brown sugar, Melon, Redcurrant, Toffee, Red wine, Caramel, Brown sugar, Floral, Tangerine, Grape fruit, , Bright, Red apple, Malic, Refined,Grapes, Complex, Citric , ,Juicy, Sweet, Honey, Caramel. Clean, Round, Well balanced, Buttery, Smooth Lingering, Delicate",87.66
"Lime, toffee, passionfruit, pear, grapefruit, maple syrup, spices, dried apricot, cola, pistachio, Tartaric, malic, lactic , Persistent, juicy, honey, quenching",87.65
"dark fruit, chocolate, cherry pulp, plum like sweetness, caramel, toffee, floral, rose, fruit notes, ripe , clean, soft finish",87.65
"blackberry, raisin, sweet tobacco, orange and berries, lime, orangepeel,caramel, coffee pulp, marmalade, red fruits, honey, caramel, sugart ane, milk chocolate,, citic, rounded, vibrant, , well balanced, lasting finish, dark fruit, plum, blackberry,",87.65
"black cherry, peach, dark chocolate, currant, rosehip, berries, rhubarb, passionfruit, white tea, sugar coated almond, stewed strawberry fruit, phosphoric, malic, , full bodied, blood orange, transparent,",87.65
"Sweet raisin, toasted almond, raspberry, wine, red wine, ripe, cola, chocolate, vanilla, raisin molasses, milk chocolate pomegranate, sugar cane, milk chocolate, rose fruits, honey, red fruits jam, grapes, tamara dry fruit, gripes, Citric, malic, green apple , Sugar, ginger, brown sugar",87.64
"Cola, cherry, pomegranate, strawberry, cinnamon, pineapple, strong cinnamon sour??process fruity, dry fruits, chocolate, mango, cocoa nibs, Complex tartaric, sour plum. , Grape, berry, intense, vicious body unique, lot of flavors, alcoholic,",87.64
"Chocolate chips, carob, clove, sugary, green apple, fruity, coriander, floral veggie, choco floral, toasty, berry fruit bright, shinny, wide, very alive in the mouth,, Rounded acidity, malic, citric, juicy , Raisin, tangy, sweet, strawberry, long-lasting",87.64
"caramel, brown sugar, chocolate, black currant, honey, red berry, pamelo, sweet melon, apricot, peach tea, vivid, green apple, grapefruit, vivid, lime , sweet long finish, balanced, orange, black tea finish",87.64
"watermelon, churned butter, sweetness, red current, honey red cherry, rose water, jasmine, lime, tartaric acid, fruit, sweet citric , #NAME?",87.63
"Tropical fruits, honey, bittersweet chocolate, berry, strawberry, cherry cola, sugar cane, brown spice, fresh tobacco, Malic, tartaric, bright, grapefruit , Creamy mouthfeel, dense and rich",87.63
"Sugar cane, passionfruit, strawberry, cranberry, red grapefruit, blood orange, raspberry, pineapple, coffee blossom, Refined, malic, phosphoric , Syrupy mouthfeel",87.63
"pine apple, butter, pecan, dark chocolate, sugar cane, peach, mango, structured, tangerine, bright , Body: silky, smooth, balanced, full",87.63
"Nuts, red apple, grape, orange, spicy, candied almond, maple sweetness, lemon., Citric, meyer lemon, bright, lively. , Earl gray tea-like after taste, almonds, peach, apple, ginger, apricots, creamy body, lush",87.63
"caramel, toffee, chocolate, blueberry, brown sugar, vanilla, blood orange, grapefruit , sugarcane, stonefruits, honey, peach, spicey, peanut butter, black cherry, lasting, tartaric, orange , rich and velvety mouthfeel, layered silky, long lasting sweetness, very Brazilian",87.63
"Caramel, cherry, brown sugar, cacao, tamarind, prune, cinamon, sugarcane, coconut, Malic, citric, complex , Long aftertatse and fresh",87.63
"Brown sugar, caramel, chocolate, grapefruit, orange, peach, melon, green apple, Bright, citric, grapes, malic , Juicy, well balanced, sweet, honey, transparent, clean",87.63
"orange, strawberry, green apple, butter, caramel, clove,, malic, citric, lingering, , sweet finish, tropical fruits, juicy, syrupy, cocoa finish, pipe tobacco,",87.62
"floral, tropical fruit, black currant, mandarin and green tea, nectarine, lavender, floral, citronella, cocoa, sweet, raw honey and raw sugar, lemongrass, citric, lemony, bright,  , elegant and integrated",87.62
"dried fruit, dates, peach, cola, lemon, roses, mint, honey,, malic, tartaric, fruit and complex acidity, tannic, malic, lemon-lime, grape, , cinnamon, grapefruit and peach,",87.62
